date,branchcode,materialcode,sales_qty,stock_on_hand,intransit_qty,pending_po_qty,lead_time_days,stockout_flag
2022-01-04,GC03,SKU_A,27,413,62,74,8,0
2022-01-04,GC03,SKU_B,32,502,101,32,9,0
2022-01-04,GC03,SKU_C,40,327,100,40,5,0
2022-01-04,GC03,SKU_D,29,429,143,49,9,0
2022-01-04,GC03,SKU_E,39,477,114,73,13,0
2022-01-04,GC04,SKU_A,35,439,82,69,9,0
2022-01-04,GC04,SKU_B,18,650,84,73,7,0
2022-01-04,GC04,SKU_C,33,266,117,44,10,0
2022-01-04,GC04,SKU_D,34,301,119,57,10,0
2022-01-04,GC04,SKU_E,26,403,91,63,5,0
2022-01-04,GC05,SKU_A,29,491,123,37,12,0
2022-01-04,GC05,SKU_B,40,543,95,27,4,0
2022-01-04,GC05,SKU_C,31,472,56,71,3,0
2022-01-04,GC05,SKU_D,31,242,74,65,12,0
2022-01-04,GC05,SKU_E,28,492,130,49,3,0
2022-01-05,GC01,SKU_A,42,409,71,60,8,0
2022-01-05,GC01,SKU_B,32,186,80,76,10,0
2022-01-05,GC01,SKU_C,34,498,92,62,5,0
2022-01-05,GC01,SKU_D,29,564,120,78,5,0
2022-01-05,GC01,SKU_E,7,243,56,55,7,0
2022-01-05,GC02,SKU_A,44,514,81,103,12,0
2022-01-05,GC02,SKU_B,30,526,64,103,6,0
2022-01-05,GC02,SKU_C,44,315,116,98,11,0
2022-01-05,GC02,SKU_D,36,396,100,57,8,0
2022-01-05,GC02,SKU_E,21,377,72,53,7,0
2022-01-05,GC03,SKU_A,47,265,42,83,5,0
2022-01-05,GC03,SKU_B,22,456,187,79,5,0
2022-01-05,GC03,SKU_C,51,351,51,71,11,0
2022-01-05,GC03,SKU_D,25,254,144,52,12,0
2022-01-05,GC03,SKU_E,30,525,41,43,11,0
2022-01-05,GC04,SKU_A,48,541,35,46,8,0
2022-01-05,GC04,SKU_B,38,470,106,31,3,0
2022-01-05,GC04,SKU_C,21,652,85,82,3,0
2022-01-05,GC04,SKU_D,38,317,101,87,5,0
2022-01-05,GC04,SKU_E,26,546,78,90,5,0
2022-01-05,GC05,SKU_A,21,245,76,67,3,0
2022-01-05,GC05,SKU_B,31,388,85,24,4,0
2022-01-05,GC05,SKU_C,48,360,64,64,13,0
2022-01-05,GC05,SKU_D,42,441,86,64,12,0
2022-01-05,GC05,SKU_E,23,262,127,72,6,0
2022-01-06,GC01,SKU_A,32,424,105,33,10,0
2022-01-06,GC01,SKU_B,22,460,98,76,7,0
2022-01-06,GC01,SKU_C,56,566,100,29,11,0
2022-01-06,GC01,SKU_D,35,434,100,45,11,0
2022-01-06,GC01,SKU_E,42,329,30,54,12,0
2022-01-06,GC02,SKU_A,24,255,124,63,6,0
2022-01-06,GC02,SKU_B,34,250,128,53,10,0
2022-01-06,GC02,SKU_C,12,317,127,88,7,0
2022-01-06,GC02,SKU_D,33,433,67,32,13,0
2022-01-06,GC02,SKU_E,23,243,68,73,4,0
2022-01-06,GC03,SKU_A,24,418,45,90,8,0
2022-01-06,GC03,SKU_B,27,403,94,59,7,0
2022-01-06,GC03,SKU_C,34,434,44,43,4,0
2022-01-06,GC03,SKU_D,21,404,84,52,5,0
2022-01-06,GC03,SKU_E,38,273,29,82,11,0
2022-01-06,GC04,SKU_A,11,472,34,41,13,0
2022-01-06,GC04,SKU_B,29,404,30,67,11,0
2022-01-06,GC04,SKU_C,47,289,68,96,5,0
2022-01-06,GC04,SKU_D,16,390,119,49,5,0
2022-01-06,GC04,SKU_E,40,259,97,51,11,0
2022-01-06,GC05,SKU_A,30,483,111,26,8,0
2022-01-06,GC05,SKU_B,25,327,89,71,9,0
2022-01-06,GC05,SKU_C,20,604,122,54,9,0
2022-01-06,GC05,SKU_D,20,490,11,41,3,0
2022-01-06,GC05,SKU_E,37,357,116,14,13,0
2022-01-07,GC01,SKU_A,16,595,120,67,7,0
2022-01-07,GC01,SKU_B,31,180,34,44,10,0
2022-01-07,GC01,SKU_C,25,434,102,81,7,0
2022-01-07,GC01,SKU_D,40,421,57,49,5,0
2022-01-07,GC01,SKU_E,51,564,126,54,13,0
2022-01-07,GC02,SKU_A,48,340,114,98,10,0
2022-01-07,GC02,SKU_B,39,417,56,71,6,0
2022-01-07,GC02,SKU_C,25,295,101,48,7,0
2022-01-07,GC02,SKU_D,41,449,117,37,9,0
2022-01-07,GC02,SKU_E,32,530,130,40,8,0
2022-01-07,GC03,SKU_A,22,333,109,67,13,0
2022-01-07,GC03,SKU_B,26,392,71,57,11,0
2022-01-07,GC03,SKU_C,42,338,78,59,6,0
2022-01-07,GC03,SKU_D,41,506,64,85,12,0
2022-01-07,GC03,SKU_E,50,358,114,8,11,0
2022-01-07,GC04,SKU_A,25,373,96,59,3,0
2022-01-07,GC04,SKU_B,40,441,86,43,5,0
2022-01-07,GC04,SKU_C,16,168,0,39,13,0
2022-01-07,GC04,SKU_D,26,155,106,9,3,0
2022-01-07,GC04,SKU_E,37,419,92,89,13,0
2022-01-07,GC05,SKU_A,27,398,125,32,10,0
2022-01-07,GC05,SKU_B,44,280,40,43,12,0
2022-01-07,GC05,SKU_C,20,415,42,75,10,0
2022-01-07,GC05,SKU_D,27,371,25,59,12,0
2022-01-07,GC05,SKU_E,30,403,67,47,6,0
2022-01-08,GC01,SKU_A,42,474,82,81,12,0
2022-01-08,GC01,SKU_B,34,447,79,59,4,0
2022-01-08,GC01,SKU_C,34,421,147,69,10,0
2022-01-08,GC01,SKU_D,55,378,105,67,8,0
2022-01-08,GC01,SKU_E,45,340,12,39,13,0
2022-01-08,GC02,SKU_A,31,305,92,62,10,0
2022-01-08,GC02,SKU_B,27,348,159,66,8,0
2022-01-08,GC02,SKU_C,24,198,130,39,6,0
2022-01-08,GC02,SKU_D,27,529,75,36,12,0
2022-01-08,GC02,SKU_E,34,485,73,64,12,0
2022-01-08,GC03,SKU_A,22,361,79,88,12,0
2022-01-08,GC03,SKU_B,23,501,76,51,10,0
2022-01-08,GC03,SKU_C,51,425,97,70,9,0
2022-01-08,GC03,SKU_D,16,462,52,56,6,0
2022-01-08,GC03,SKU_E,40,381,60,102,4,0
2022-01-08,GC04,SKU_A,15,418,100,34,11,0
2022-01-08,GC04,SKU_B,48,439,83,56,3,0
2022-01-08,GC04,SKU_C,37,438,90,34,12,0
2022-01-08,GC04,SKU_D,27,286,59,68,12,0
2022-01-08,GC04,SKU_E,27,283,35,24,10,0
2022-01-08,GC05,SKU_A,8,643,117,67,4,0
2022-01-08,GC05,SKU_B,39,276,96,74,11,0
2022-01-08,GC05,SKU_C,29,436,66,88,8,0
2022-01-08,GC05,SKU_D,42,374,109,68,6,0
2022-01-08,GC05,SKU_E,40,318,117,49,9,0
2022-01-09,GC01,SKU_A,29,399,153,59,10,0
2022-01-09,GC01,SKU_B,32,223,173,43,6,0
2022-01-09,GC01,SKU_C,24,524,115,50,13,0
2022-01-09,GC01,SKU_D,43,343,128,39,5,0
2022-01-09,GC01,SKU_E,37,315,123,53,5,0
2022-01-09,GC02,SKU_A,27,627,71,53,6,0
2022-01-09,GC02,SKU_B,43,606,116,41,7,0
2022-01-09,GC02,SKU_C,32,468,62,52,5,0
2022-01-09,GC02,SKU_D,25,493,111,68,3,0
2022-01-09,GC02,SKU_E,1,314,51,34,5,0
2022-01-09,GC03,SKU_A,38,536,112,56,13,0
2022-01-09,GC03,SKU_B,45,282,44,70,10,0
2022-01-09,GC03,SKU_C,19,215,105,82,12,0
2022-01-09,GC03,SKU_D,36,467,66,60,4,0
2022-01-09,GC03,SKU_E,21,350,78,53,5,0
2022-01-09,GC04,SKU_A,26,430,63,47,8,0
2022-01-09,GC04,SKU_B,38,570,150,28,11,0
2022-01-09,GC04,SKU_C,25,320,98,30,3,0
2022-01-09,GC04,SKU_D,30,402,120,72,13,0
2022-01-09,GC04,SKU_E,30,330,121,59,8,0
2022-01-09,GC05,SKU_A,40,338,67,55,5,0
2022-01-09,GC05,SKU_B,19,168,75,72,10,0
2022-01-09,GC05,SKU_C,22,536,68,49,11,0
2022-01-09,GC05,SKU_D,42,478,86,64,11,0
2022-01-09,GC05,SKU_E,31,263,61,34,10,0
2022-01-10,GC01,SKU_A,51,275,67,64,11,0
2022-01-10,GC01,SKU_B,55,299,90,52,7,0
2022-01-10,GC01,SKU_C,26,359,135,50,12,0
2022-01-10,GC01,SKU_D,37,441,123,61,5,0
2022-01-10,GC01,SKU_E,37,597,88,61,6,0
2022-01-10,GC02,SKU_A,26,422,127,83,4,0
2022-01-10,GC02,SKU_B,17,292,104,61,13,0
2022-01-10,GC02,SKU_C,40,485,58,44,12,0
2022-01-10,GC02,SKU_D,19,437,62,58,6,0
2022-01-10,GC02,SKU_E,21,484,75,47,13,0
2022-01-10,GC03,SKU_A,35,302,104,63,5,0
2022-01-10,GC03,SKU_B,35,596,61,29,8,0
2022-01-10,GC03,SKU_C,35,392,105,77,9,0
2022-01-10,GC03,SKU_D,32,522,71,75,6,0
2022-01-10,GC03,SKU_E,30,290,140,48,7,0
2022-01-10,GC04,SKU_A,29,146,89,36,11,0
2022-01-10,GC04,SKU_B,22,420,108,74,4,0
2022-01-10,GC04,SKU_C,36,434,7,64,6,0
2022-01-10,GC04,SKU_D,20,258,86,77,11,0
2022-01-10,GC04,SKU_E,34,584,38,98,5,0
2022-01-10,GC05,SKU_A,32,166,78,25,3,0
2022-01-10,GC05,SKU_B,28,332,84,28,6,0
2022-01-10,GC05,SKU_C,13,413,168,72,7,0
2022-01-10,GC05,SKU_D,35,413,105,47,6,0
2022-01-10,GC05,SKU_E,32,352,53,58,9,0
2022-01-11,GC01,SKU_A,29,566,77,80,4,0
2022-01-11,GC01,SKU_B,32,366,74,40,9,0
2022-01-11,GC01,SKU_C,38,205,71,66,7,0
2022-01-11,GC01,SKU_D,32,360,81,52,10,0
2022-01-11,GC01,SKU_E,30,410,79,40,7,0
2022-01-11,GC02,SKU_A,23,364,77,67,8,0
2022-01-11,GC02,SKU_B,27,145,94,101,12,0
2022-01-11,GC02,SKU_C,30,415,112,68,8,0
2022-01-11,GC02,SKU_D,28,337,132,28,6,0
2022-01-11,GC02,SKU_E,35,577,120,77,13,0
2022-01-11,GC03,SKU_A,31,419,75,38,3,0
2022-01-11,GC03,SKU_B,33,395,53,66,4,0
2022-01-11,GC03,SKU_C,27,446,54,56,13,0
2022-01-11,GC03,SKU_D,29,487,130,47,5,0
2022-01-11,GC03,SKU_E,32,326,46,67,12,0
2022-01-11,GC04,SKU_A,34,502,88,37,13,0
2022-01-11,GC04,SKU_B,27,487,50,47,4,0
2022-01-11,GC04,SKU_C,31,518,173,63,9,0
2022-01-11,GC04,SKU_D,44,505,49,70,13,0
2022-01-11,GC04,SKU_E,43,412,124,55,9,0
2022-01-11,GC05,SKU_A,27,257,104,47,9,0
2022-01-11,GC05,SKU_B,30,226,77,69,9,0
2022-01-11,GC05,SKU_C,41,572,76,75,8,0
2022-01-11,GC05,SKU_D,23,389,165,73,7,0
2022-01-11,GC05,SKU_E,37,455,51,74,7,0
2022-01-12,GC01,SKU_A,32,484,25,29,13,0
2022-01-12,GC01,SKU_B,40,339,93,62,4,0
2022-01-12,GC01,SKU_C,26,458,128,78,3,0
2022-01-12,GC01,SKU_D,19,320,71,57,3,0
2022-01-12,GC01,SKU_E,43,460,32,72,4,0
2022-01-12,GC02,SKU_A,28,585,131,55,13,0
2022-01-12,GC02,SKU_B,35,255,95,94,4,0
2022-01-12,GC02,SKU_C,18,356,124,47,7,0
2022-01-12,GC02,SKU_D,27,450,145,59,9,0
2022-01-12,GC02,SKU_E,14,456,124,54,10,0
2022-01-12,GC03,SKU_A,35,230,139,25,7,0
2022-01-12,GC03,SKU_B,25,380,77,93,13,0
2022-01-12,GC03,SKU_C,27,416,69,29,10,0
2022-01-12,GC03,SKU_D,31,475,119,26,5,0
2022-01-12,GC03,SKU_E,49,552,109,16,3,0
2022-01-12,GC04,SKU_A,31,376,136,83,9,0
2022-01-12,GC04,SKU_B,31,238,129,65,13,0
2022-01-12,GC04,SKU_C,36,200,77,70,5,0
2022-01-12,GC04,SKU_D,38,210,71,72,6,0
2022-01-12,GC04,SKU_E,40,480,78,35,5,0
2022-01-12,GC05,SKU_A,23,372,107,39,10,0
2022-01-12,GC05,SKU_B,40,210,117,33,7,0
2022-01-12,GC05,SKU_C,47,391,84,67,8,0
2022-01-12,GC05,SKU_D,19,321,23,40,4,0
2022-01-12,GC05,SKU_E,28,579,17,67,11,0
2022-01-13,GC01,SKU_A,48,190,103,33,11,0
2022-01-13,GC01,SKU_B,35,259,58,82,13,0
2022-01-13,GC01,SKU_C,56,293,99,45,13,0
2022-01-13,GC01,SKU_D,41,313,109,43,5,0
2022-01-13,GC01,SKU_E,21,332,121,79,5,0
2022-01-13,GC02,SKU_A,44,529,48,30,5,0
2022-01-13,GC02,SKU_B,42,488,104,55,4,0
2022-01-13,GC02,SKU_C,26,445,104,56,6,0
2022-01-13,GC02,SKU_D,27,502,50,60,11,0
2022-01-13,GC02,SKU_E,25,536,78,53,5,0
2022-01-13,GC03,SKU_A,34,413,42,51,13,0
2022-01-13,GC03,SKU_B,44,153,94,71,11,0
2022-01-13,GC03,SKU_C,40,612,85,45,5,0
2022-01-13,GC03,SKU_D,40,238,115,79,11,0
2022-01-13,GC03,SKU_E,37,344,121,64,11,0
2022-01-13,GC04,SKU_A,28,524,157,87,4,0
2022-01-13,GC04,SKU_B,42,383,104,40,11,0
2022-01-13,GC04,SKU_C,40,293,85,74,12,0
2022-01-13,GC04,SKU_D,22,234,64,59,7,0
2022-01-13,GC04,SKU_E,30,453,88,73,5,0
2022-01-13,GC05,SKU_A,23,522,120,55,8,0
2022-01-13,GC05,SKU_B,58,352,68,57,4,0
2022-01-13,GC05,SKU_C,32,392,64,105,6,0
2022-01-13,GC05,SKU_D,32,216,142,44,11,0
2022-01-13,GC05,SKU_E,44,427,87,59,4,0
2022-01-14,GC01,SKU_A,41,351,94,74,13,0
2022-01-14,GC01,SKU_B,38,373,154,45,8,0
2022-01-14,GC01,SKU_C,19,290,59,66,12,0
2022-01-14,GC01,SKU_D,31,539,95,61,9,0
2022-01-14,GC01,SKU_E,51,390,137,69,7,0
2022-01-14,GC02,SKU_A,32,689,94,52,9,0
2022-01-14,GC02,SKU_B,26,336,90,42,8,0
2022-01-14,GC02,SKU_C,44,244,92,60,8,0
2022-01-14,GC02,SKU_D,31,257,100,65,4,0
2022-01-14,GC02,SKU_E,45,210,56,74,6,0
2022-01-14,GC03,SKU_A,40,393,80,21,12,0
2022-01-14,GC03,SKU_B,45,469,159,39,11,0
2022-01-14,GC03,SKU_C,40,458,115,81,8,0
2022-01-14,GC03,SKU_D,38,401,113,60,4,0
2022-01-14,GC03,SKU_E,34,478,73,20,10,0
2022-01-14,GC04,SKU_A,35,142,129,32,8,0
2022-01-14,GC04,SKU_B,21,523,46,62,5,0
2022-01-14,GC04,SKU_C,37,474,118,19,12,0
2022-01-14,GC04,SKU_D,18,382,155,95,3,0
2022-01-14,GC04,SKU_E,37,328,90,21,3,0
2022-01-14,GC05,SKU_A,62,340,80,60,8,0
2022-01-14,GC05,SKU_B,5,524,109,76,10,0
2022-01-14,GC05,SKU_C,18,385,81,32,13,0
2022-01-14,GC05,SKU_D,37,511,64,67,6,0
2022-01-14,GC05,SKU_E,24,315,106,54,8,0
2022-01-15,GC01,SKU_A,23,474,129,49,6,0
2022-01-15,GC01,SKU_B,29,465,70,66,7,0
2022-01-15,GC01,SKU_C,31,477,5,34,7,0
2022-01-15,GC01,SKU_D,50,368,126,59,5,0
2022-01-15,GC01,SKU_E,35,351,72,80,5,0
2022-01-15,GC02,SKU_A,23,253,116,74,10,0
2022-01-15,GC02,SKU_B,27,171,81,38,3,0
2022-01-15,GC02,SKU_C,32,262,122,61,6,0
2022-01-15,GC02,SKU_D,30,441,65,77,9,0
2022-01-15,GC02,SKU_E,36,408,0,37,3,0
2022-01-15,GC03,SKU_A,22,457,151,75,12,0
2022-01-15,GC03,SKU_B,45,487,59,45,11,0
2022-01-15,GC03,SKU_C,29,496,67,90,11,0
2022-01-15,GC03,SKU_D,37,393,73,70,6,0
2022-01-15,GC03,SKU_E,37,491,32,11,5,0
2022-01-15,GC04,SKU_A,43,400,119,40,6,0
2022-01-15,GC04,SKU_B,32,465,102,77,6,0
2022-01-15,GC04,SKU_C,34,413,81,63,10,0
2022-01-15,GC04,SKU_D,28,469,111,75,9,0
2022-01-15,GC04,SKU_E,42,353,136,66,9,0
2022-01-15,GC05,SKU_A,38,730,3,28,9,0
2022-01-15,GC05,SKU_B,35,620,88,30,3,0
2022-01-15,GC05,SKU_C,34,347,91,85,4,0
2022-01-15,GC05,SKU_D,37,529,0,82,9,0
2022-01-15,GC05,SKU_E,52,419,60,54,3,0
2022-01-16,GC01,SKU_A,29,515,83,55,5,0
2022-01-16,GC01,SKU_B,0,0,87,90,8,1
2022-01-16,GC01,SKU_C,23,515,64,70,12,0
2022-01-16,GC01,SKU_D,17,303,105,23,4,0
2022-01-16,GC01,SKU_E,23,173,61,47,8,0
2022-01-16,GC02,SKU_A,40,349,119,53,8,0
2022-01-16,GC02,SKU_B,41,463,51,62,10,0
2022-01-16,GC02,SKU_C,37,202,79,44,8,0
2022-01-16,GC02,SKU_D,36,476,43,37,4,0
2022-01-16,GC02,SKU_E,22,610,96,90,13,0
2022-01-16,GC03,SKU_A,30,516,50,72,4,0
2022-01-16,GC03,SKU_B,28,397,87,63,4,0
2022-01-16,GC03,SKU_C,32,336,138,84,11,0
2022-01-16,GC03,SKU_D,27,402,56,85,12,0
2022-01-16,GC03,SKU_E,31,619,99,47,6,0
2022-01-16,GC04,SKU_A,43,465,111,67,10,0
2022-01-16,GC04,SKU_B,43,231,69,56,10,0
2022-01-16,GC04,SKU_C,34,553,78,27,8,0
2022-01-16,GC04,SKU_D,39,443,5,87,10,0
2022-01-16,GC04,SKU_E,42,365,103,75,5,0
2022-01-16,GC05,SKU_A,51,305,129,73,10,0
2022-01-16,GC05,SKU_B,33,495,127,64,13,0
2022-01-16,GC05,SKU_C,35,264,72,80,7,0
2022-01-16,GC05,SKU_D,43,417,111,76,9,0
2022-01-16,GC05,SKU_E,45,145,109,42,5,0
2022-01-17,GC01,SKU_A,40,344,64,29,9,0
2022-01-17,GC01,SKU_B,43,340,102,50,3,0
2022-01-17,GC01,SKU_C,52,548,58,60,11,0
2022-01-17,GC01,SKU_D,35,582,62,63,13,0
2022-01-17,GC01,SKU_E,39,367,89,49,3,0
2022-01-17,GC02,SKU_A,28,461,53,28,13,0
2022-01-17,GC02,SKU_B,31,396,138,40,4,0
2022-01-17,GC02,SKU_C,53,288,121,66,7,0
2022-01-17,GC02,SKU_D,46,281,21,61,10,0
2022-01-17,GC02,SKU_E,26,513,103,42,10,0
2022-01-17,GC03,SKU_A,22,593,60,76,11,0
2022-01-17,GC03,SKU_B,32,383,70,31,11,0
2022-01-17,GC03,SKU_C,41,318,57,47,6,0
2022-01-17,GC03,SKU_D,34,462,144,39,13,0
2022-01-17,GC03,SKU_E,41,346,110,63,5,0
2022-01-17,GC04,SKU_A,37,468,60,63,10,0
2022-01-17,GC04,SKU_B,25,467,123,99,7,0
2022-01-17,GC04,SKU_C,44,187,115,54,6,0
2022-01-17,GC04,SKU_D,57,392,85,80,4,0
2022-01-17,GC04,SKU_E,28,419,74,62,12,0
2022-01-17,GC05,SKU_A,18,525,114,80,3,0
2022-01-17,GC05,SKU_B,59,534,78,45,10,0
2022-01-17,GC05,SKU_C,54,143,73,73,12,0
2022-01-17,GC05,SKU_D,38,423,87,75,13,0
2022-01-17,GC05,SKU_E,56,479,192,28,10,0
2022-01-18,GC01,SKU_A,37,404,100,86,11,0
2022-01-18,GC01,SKU_B,34,542,132,63,11,0
2022-01-18,GC01,SKU_C,53,312,134,33,3,0
2022-01-18,GC01,SKU_D,42,441,69,26,9,0
2022-01-18,GC01,SKU_E,25,469,70,43,5,0
2022-01-18,GC02,SKU_A,44,397,95,61,10,0
2022-01-18,GC02,SKU_B,37,257,116,72,12,0
2022-01-18,GC02,SKU_C,44,383,29,83,13,0
2022-01-18,GC02,SKU_D,28,227,67,43,11,0
2022-01-18,GC02,SKU_E,55,370,103,41,3,0
2022-01-18,GC03,SKU_A,54,435,134,80,4,0
2022-01-18,GC03,SKU_B,49,480,90,25,3,0
2022-01-18,GC03,SKU_C,54,569,84,61,13,0
2022-01-18,GC03,SKU_D,44,424,75,102,5,0
2022-01-18,GC03,SKU_E,39,549,84,60,4,0
2022-01-18,GC04,SKU_A,26,383,49,58,9,0
2022-01-18,GC04,SKU_B,36,344,99,53,4,0
2022-01-18,GC04,SKU_C,43,547,84,72,8,0
2022-01-18,GC04,SKU_D,24,356,33,60,12,0
2022-01-18,GC04,SKU_E,15,279,103,65,7,0
2022-01-18,GC05,SKU_A,43,321,94,83,7,0
2022-01-18,GC05,SKU_B,54,411,180,65,9,0
2022-01-18,GC05,SKU_C,28,480,132,96,12,0
2022-01-18,GC05,SKU_D,40,505,78,57,4,0
2022-01-18,GC05,SKU_E,29,454,66,71,6,0
2022-01-19,GC01,SKU_A,38,501,106,38,5,0
2022-01-19,GC01,SKU_B,39,351,116,79,8,0
2022-01-19,GC01,SKU_C,36,429,116,46,4,0
2022-01-19,GC01,SKU_D,41,477,0,33,7,0
2022-01-19,GC01,SKU_E,59,560,127,73,4,0
2022-01-19,GC02,SKU_A,20,414,54,76,10,0
2022-01-19,GC02,SKU_B,58,512,76,93,7,0
2022-01-19,GC02,SKU_C,53,211,99,94,5,0
2022-01-19,GC02,SKU_D,32,449,176,48,9,0
2022-01-19,GC02,SKU_E,36,91,130,74,5,0
2022-01-19,GC03,SKU_A,33,225,16,54,11,0
2022-01-19,GC03,SKU_B,38,489,96,54,10,0
2022-01-19,GC03,SKU_C,31,355,102,110,10,0
2022-01-19,GC03,SKU_D,35,224,82,42,6,0
2022-01-19,GC03,SKU_E,53,542,65,95,11,0
2022-01-19,GC04,SKU_A,30,412,121,63,5,0
2022-01-19,GC04,SKU_B,35,399,117,66,13,0
2022-01-19,GC04,SKU_C,51,430,139,69,10,0
2022-01-19,GC04,SKU_D,43,417,100,61,12,0
2022-01-19,GC04,SKU_E,41,340,27,79,11,0
2022-01-19,GC05,SKU_A,12,457,109,57,5,0
2022-01-19,GC05,SKU_B,41,250,106,69,3,0
2022-01-19,GC05,SKU_C,44,406,72,79,11,0
2022-01-19,GC05,SKU_D,21,445,44,49,5,0
2022-01-19,GC05,SKU_E,39,281,169,64,4,0
2022-01-20,GC01,SKU_A,38,301,37,68,4,0
2022-01-20,GC01,SKU_B,45,264,100,41,5,0
2022-01-20,GC01,SKU_C,35,342,82,25,6,0
